2017-1536,Round of 64,6,8,Nick Kyrgios,ke17,nick-kyrgios,Marcos Baghdatis,b837,marcos-baghdatis,16,,76(1) 64,2,0,13,10,1,0,2017-1536-ke17-b837,/en/scores/2017/1536/MS052/match-stats?isLive=False
2017-1536,Round of 64,6,9,Nicolas Almagro,a479,nicolas-almagro,Tommy Robredo,r419,tommy-robredo,WC,WC,63 36 61,2,1,15,10,0,0,2017-1536-a479-r419,/en/scores/2017/1536/MS062/match-stats?isLive=False
2017-1536,Round of 64,6,10,Marius Copil,ca99,marius-copil,Guillermo Garcia-Lopez,g476,guillermo-garcia-lopez,WC,WC,76(6) 46 76(9),2,1,18,18,2,0,2017-1536-ca99-g476,/en/scores/2017/1536/MS033/match-stats?isLive=False
2017-1536,Round of 64,6,11,Borna Coric,cg80,borna-coric,Mischa Zverev,z168,mischa-zverev,LL,,63 76(5),2,0,13,9,1,0,2017-1536-cg80-z168,/en/scores/2017/1536/MS034/match-stats?isLive=False
2017-1536,Round of 64,6,12,Pablo Cuevas,c882,pablo-cuevas,Thomaz Bellucci,bd20,thomaz-bellucci,,Q,76(2) 46 76(6),2,1,18,18,2,0,2017-1536-c882-bd20,/en/scores/2017/1536/MS042/match-stats?isLive=False
2017-1536,Round of 64,6,13,Jared Donaldson,dc58,jared-donaldson,Adrian Mannarino,me82,adrian-mannarino,LL,Q,75 63,2,0,13,8,0,0,2017-1536-dc58-me82,/en/scores/2017/1536/MS038/match-stats?isLive=False
2017-1536,Round of 64,6,14,David Ferrer,f401,david-ferrer,Mikhail Kukushkin,k926,mikhail-kukushkin,,Q,26 76(1) 64,2,1,15,16,1,0,2017-1536-f401-k926,/en/scores/2017/1536/MS058/match-stats?isLive=False
2017-1536,Round of 64,6,15,Fabio Fognini,f510,fabio-fognini,Joao Sousa,sh90,joao-sousa,,,64 64,2,0,12,8,0,0,2017-1536-f510-sh90,/en/scores/2017/1536/MS054/match-stats?isLive=False
2017-1536,Round of 64,6,16,Robin Haase,h756,robin-haase,Daniel Evans,e687,daniel-evans,,,75 62,2,0,13,7,0,0,2017-1536-h756-e687,/en/scores/2017/1536/MS045/match-stats?isLive=False
2017-1536,Round of 64,6,17,Ryan Harrison,h940,ryan-harrison,Bernard Tomic,ta46,bernard-tomic,,,75 46 62,2,1,17,13,0,0,2017-1536-h940-ta46,/en/scores/2017/1536/MS053/match-stats?isLive=False
2017-1536,Round of 64,6,18,Ivo Karlovic,k336,ivo-karlovic,Roberto Bautista Agut,bd06,roberto-bautista-agut,,,76(4) 67(9) 76(7),2,1,20,19,2,1,2017-1536-k336-bd06,/en/scores/2017/1536/MS037/match-stats?isLive=False
2017-1536,Round of 64,6,19,Feliciano Lopez,l397,feliciano-lopez,Ernesto Escobedo,e873,ernesto-escobedo,,Q,64 64,2,0,12,8,0,0,2017-1536-l397-e873,/en/scores/2017/1536/MS061/match-stats?isLive=False
2017-1536,Round of 64,6,20,Florian Mayer,mb02,florian-mayer,Marcel Granollers,g710,marcel-granollers,,,75 75,2,0,14,10,0,0,2017-1536-mb02-g710,/en/scores/2017/1536/MS050/match-stats?isLive=False
2017-1536,Round of 64,6,21,Gilles Muller,ma30,gilles-muller,Tommy Haas,h355,tommy-haas,,PR,64 76(7),2,0,13,10,1,0,2017-1536-ma30-h355,/en/scores/2017/1536/MS049/match-stats?isLive=False
2017-1536,Round of 64,6,22,Benoit Paire,pd31,benoit-paire,Pablo Carreno Busta,cd85,pablo-carreno-busta,,,63 64,2,0,12,7,0,0,2017-1536-pd31-cd85,/en/scores/2017/1536/MS041/match-stats?isLive=False
2017-1536,Round of 64,6,23,Diego Schwartzman,sm37,diego-schwartzman,Albert Ramos-Vinolas,r772,albert-ramos-vinolas,,,61 63,2,0,12,4,0,0,2017-1536-sm37-r772,/en/scores/2017/1536/MS057/match-stats?isLive=False
2017-1536,Round of 64,6,24,Alexander Zverev,z355,alexander-zverev,Fernando Verdasco,v306,fernando-verdasco,,,75 63,2,0,13,8,0,0,2017-1536-z355-v306,/en/scores/2017/1536/MS046/match-stats?isLive=False
2017-1536,2nd Round Qualifying,7,1,Adrian Mannarino,me82,adrian-mannarino,Santiago Giraldo,g725,santiago-giraldo,1,,64 76(2),2,0,13,10,1,0,2017-1536-me82-g725,/en/scores/2017/1536/QS008/match-stats?isLive=False
2017-1536,2nd Round Qualifying,7,2,Mikhail Kukushkin,k926,mikhail-kukushkin,Borna Coric,cg80,borna-coric,8,2,76(2) 63,2,0,13,9,1,0,2017-1536-k926-cg80,/en/scores/2017/1536/QS009/match-stats?isLive=False
2017-1536,2nd Round Qualifying,7,3,Thomaz Bellucci,bd20,thomaz-bellucci,Mikhail Youzhny,y061,mikhail-youzhny,3,14,62 63,2,0,12,5,0,0,2017-1536-bd20-y061,/en/scores/2017/1536/QS010/match-stats?isLive=False
2017-1536,2nd Round Qualifying,7,4,Pierre-Hugues Herbert,h996,pierre-hugues-herbert,Andreas Seppi,sa93,andreas-seppi,13,5,76(3) 76(5),2,0,14,12,2,0,2017-1536-h996-sa93,/en/scores/2017/1536/QS012/match-stats?isLive=False
2017-1536,2nd Round Qualifying,7,5,Denis Istomin,i165,denis-istomin,Jared Donaldson,dc58,jared-donaldson,6,9,76(3) 64,2,0,13,10,1,0,2017-1536-i165-dc58,/en/scores/2017/1536/QS013/match-stats?isLive=False
2017-1536,2nd Round Qualifying,7,6,Andrey Kuznetsov,kb54,andrey-kuznetsov,Lukas Lacko,l797,lukas-lacko,7,,62 76(0),2,0,13,8,1,0,2017-1536-kb54-l797,/en/scores/2017/1536/QS014/match-stats?isLive=False
2017-1536,2nd Round Qualifying,7,7,Ernesto Escobedo,e873,ernesto-escobedo,Nicola Kuhn,ki74,nicola-kuhn,12,WC,63 62,2,0,12,5,0,0,2017-1536-e873-ki74,/en/scores/2017/1536/QS011/match-stats?isLive=False
2017-1536,1st Round Qualifying,8,1,Adrian Mannarino,me82,adrian-mannarino,Jaume Munar,mu94,jaume-munar,1,WC,36 76(3) 63,2,1,16,15,1,0,2017-1536-me82-mu94,/en/scores/2017/1536/QS016/match-stats?isLive=False
2017-1536,1st Round Qualifying,8,2,Borna Coric,cg80,borna-coric,Enrique Lopez Perez,la93,enrique-lopez-perez,2,WC,26 76(2) 62,2,1,15,14,1,0,2017-1536-cg80-la93,/en/scores/2017/1536/QS018/match-stats?isLive=False
2017-1536,1st Round Qualifying,8,3,Thomaz Bellucci,bd20,thomaz-bellucci,Evgeny Donskoy,d864,evgeny-donskoy,3,,76(5) 62,2,0,13,8,1,0,2017-1536-bd20-d864,/en/scores/2017/1536/QS020/match-stats?isLive=False
2017-1536,1st Round Qualifying,8,4,Nicola Kuhn,ki74,nicola-kuhn,Nikoloz Basilashvili,bg23,nikoloz-basilashvili,WC,4,75 60,2,0,13,5,0,0,2017-1536-ki74-bg23,/en/scores/2017/1536/QS022/match-stats?isLive=False
2017-1536,1st Round Qualifying,8,5,Andreas Seppi,sa93,andreas-seppi,Carlos Taberner,te16,carlos-taberner,5,WC,63 62,2,0,12,5,0,0,2017-1536-sa93-te16,/en/scores/2017/1536/QS024/match-stats?isLive=False
2017-1536,1st Round Qualifying,8,6,Denis Istomin,i165,denis-istomin,Inigo Cervantes,ca33,inigo-cervantes,6,,76(4) 63,2,0,13,9,1,0,2017-1536-i165-ca33,/en/scores/2017/1536/QS026/match-stats?isLive=False
2017-1536,1st Round Qualifying,8,7,Andrey Kuznetsov,kb54,andrey-kuznetsov,Casper Ruud,rh16,casper-ruud,7,,64 64,2,0,12,8,0,0,2017-1536-kb54-rh16,/en/scores/2017/1536/QS028/match-stats?isLive=False
2017-1536,1st Round Qualifying,8,8,Mikhail Kukushkin,k926,mikhail-kukushkin,Daniel Munoz de la Nava,m915,daniel-munoz-de-la-nava,8,AL,76(5) 36 64,2,1,16,16,1,0,2017-1536-k926-m915,/en/scores/2017/1536/QS019/match-stats?isLive=False
2017-1536,1st Round Qualifying,8,9,Jared Donaldson,dc58,jared-donaldson,Victor Estrella Burgos,e224,victor-estrella-burgos,9,,61 75,2,0,13,6,0,0,2017-1536-dc58-e224,/en/scores/2017/1536/QS027/match-stats?isLive=False
2017-1536,1st Round Qualifying,8,10,Santiago Giraldo,g725,santiago-giraldo,Thiago Monteiro,mj08,thiago-monteiro,,10,64 57 76(4),2,1,18,17,1,0,2017-1536-g725-mj08,/en/scores/2017/1536/QS017/match-stats?isLive=False
2017-1536,1st Round Qualifying,8,11,Lukas Lacko,l797,lukas-lacko,Alexandr Dolgopolov,d801,alexandr-dolgopolov,,11,64 36 75,2,1,16,15,0,0,2017-1536-l797-d801,/en/scores/2017/1536/QS029/match-stats?isLive=False
2017-1536,1st Round Qualifying,8,12,Ernesto Escobedo,e873,ernesto-escobedo,Ivan Dodig,d646,ivan-dodig,12,AL,60 63,2,0,12,3,0,0,2017-1536-e873-d646,/en/scores/2017/1536/QS023/match-stats?isLive=False
2017-1536,1st Round Qualifying,8,13,Pierre-Hugues Herbert,h996,pierre-hugues-herbert,Jerzy Janowicz,j397,jerzy-janowicz,13,,76(6) 62,2,0,13,8,1,0,2017-1536-h996-j397,/en/scores/2017/1536/QS025/match-stats?isLive=False
2017-1536,1st Round Qualifying,8,14,Mikhail Youzhny,y061,mikhail-youzhny,Roberto Carballes Baena,cf59,roberto-carballes-baena,14,,36 63 64,2,1,15,13,0,0,2017-1536-y061-cf59,/en/scores/2017/1536/QS021/match-stats?isLive=False
2017-416,Finals,1,1,Alexander Zverev,z355,alexander-zverev,Novak Djokovic,d643,novak-djokovic,16,2,64 63,2,0,12,7,0,0,2017-416-z355-d643,/en/scores/2017/416/MS001/match-stats?isLive=False
2017-416,Semi-Finals,2,1,Novak Djokovic,d643,novak-djokovic,Dominic Thiem,tb69,dominic-thiem,2,8,61 60,2,0,12,1,0,0,2017-416-d643-tb69,/en/scores/2017/416/MS003/match-stats?isLive=False
2017-416,Semi-Finals,2,2,Alexander Zverev,z355,alexander-zverev,John Isner,i186,john-isner,16,,64 67(5) 61,2,1,18,12,0,1,2017-416-z355-i186,/en/scores/2017/416/MS002/match-stats?isLive=False
2017-416,Quarter-Finals,3,1,Novak Djokovic,d643,novak-djokovic,Juan Martin del Potro,d683,juan-martin-del-potro,2,,61 64,2,0,12,5,0,0,2017-416-d643-d683,/en/scores/2017/416/MS007/match-stats?isLive=False
2017-416,Quarter-Finals,3,2,Dominic Thiem,tb69,dominic-thiem,Rafael Nadal,n409,rafael-nadal,8,4,64 63,2,0,12,7,0,0,2017-416-tb69-n409,/en/scores/2017/416/MS006/match-stats?isLive=False
2017-416,Quarter-Finals,3,3,Alexander Zverev,z355,alexander-zverev,Milos Raonic,r975,milos-raonic,16,5,76(4) 61,2,0,13,7,1,0,2017-416-z355-r975,/en/scores/2017/416/MS004/match-stats?isLive=False
2017-416,Quarter-Finals,3,4,John Isner,i186,john-isner,Marin Cilic,c977,marin-cilic,,6,76(3) 26 76(2),2,1,16,18,2,0,2017-416-i186-c977,/en/scores/2017/416/MS005/match-stats?isLive=False
2017-416,Round of 16,4,1,Novak Djokovic,d643,novak-djokovic,Roberto Bautista Agut,bd06,roberto-bautista-agut,2,,64 64,2,0,12,8,0,0,2017-416-d643-bd06,/en/scores/2017/416/MS015/match-stats?isLive=False
2017-416,Round of 16,4,2,John Isner,i186,john-isner,Stan Wawrinka,w367,stan-wawrinka,,3,76(1) 64,2,0,13,10,1,0,2017-416-i186-w367,/en/scores/2017/416/MS010/match-stats?isLive=False
2017-416,Round of 16,4,3,Rafael Nadal,n409,rafael-nadal,Jack Sock,sm25,jack-sock,4,13,63 64,2,0,12,7,0,0,2017-416-n409-sm25,/en/scores/2017/416/MS013/match-stats?isLive=False
2017-416,Round of 16,4,4,Milos Raonic,r975,milos-raonic,Tomas Berdych,ba47,tomas-berdych,5,12,63 62,2,0,12,5,0,0,2017-416-r975-ba47,/en/scores/2017/416/MS009/match-stats?isLive=False
2017-416,Round of 16,4,5,Marin Cilic,c977,marin-cilic,David Goffin,gb88,david-goffin,6,9,63 64,2,0,12,7,0,0,2017-416-c977-gb88,/en/scores/2017/416/MS011/match-stats?isLive=False
2017-416,Round of 16,4,6,Juan Martin del Potro,d683,juan-martin-del-potro,Kei Nishikori,n552,kei-nishikori,,7,76(4) 63,2,0,13,9,1,0,2017-416-d683-n552,/en/scores/2017/416/MS014/match-stats?isLive=False
2017-416,Round of 16,4,7,Dominic Thiem,tb69,dominic-thiem,Sam Querrey,q927,sam-querrey,8,,36 63 76(7),2,1,16,15,1,0,2017-416-tb69-q927,/en/scores/2017/416/MS012/match-stats?isLive=False
2017-416,Round of 16,4,8,Alexander Zverev,z355,alexander-zverev,Fabio Fognini,f510,fabio-fognini,16,,63 63,2,0,12,6,0,0,2017-416-z355-f510,/en/scores/2017/416/MS008/match-stats?isLive=False
2017-416,Round of 32,5,1,Fabio Fognini,f510,fabio-fognini,Andy Murray,mc10,andy-murray,,1,62 64,2,0,12,6,0,0,2017-416-f510-mc10,/en/scores/2017/416/MS016/match-stats?isLive=False
2017-416,Round of 32,5,2,Novak Djokovic,d643,novak-djokovic,Aljaz Bedene,bh09,aljaz-bedene,2,Q,76(2) 62,2,0,13,8,1,0,2017-416-d643-bh09,/en/scores/2017/416/MS031/match-stats?isLive=False
2017-416,Round of 32,5,3,Stan Wawrinka,w367,stan-wawrinka,Benoit Paire,pd31,benoit-paire,3,,63 16 63,2,1,13,12,0,0,2017-416-w367-pd31,/en/scores/2017/416/MS020/match-stats?isLive=False
2017-416,Round of 32,5,4,Rafael Nadal,n409,rafael-nadal,Nicolas Almagro,a479,nicolas-almagro,4,Q,30 (RET),1,0,3,0,0,0,2017-416-n409-a479,/en/scores/2017/416/MS027/match-stats?isLive=False
2017-416,Round of 32,5,5,Milos Raonic,r975,milos-raonic,Tommy Haas,h355,tommy-haas,5,PR,64 63,2,0,12,7,0,0,2017-416-r975-h355,/en/scores/2017/416/MS019/match-stats?isLive=False
2017-416,Round of 32,5,6,Marin Cilic,c977,marin-cilic,Ryan Harrison,h940,ryan-harrison,6,,63 62,2,0,12,5,0,0,2017-416-c977-h940,/en/scores/2017/416/MS023/match-stats?isLive=False
2017-416,Round of 32,5,7,Kei Nishikori,n552,kei-nishikori,David Ferrer,f401,david-ferrer,7,,75 62,2,0,13,7,0,0,2017-416-n552-f401,/en/scores/2017/416/MS028/match-stats?isLive=False
2017-416,Round of 32,5,8,Dominic Thiem,tb69,dominic-thiem,Pablo Cuevas,c882,pablo-cuevas,8,,76(4) 64,2,0,13,10,1,0,2017-416-tb69-c882,/en/scores/2017/416/MS024/match-stats?isLive=False
2017-416,Round of 32,5,9,David Goffin,gb88,david-goffin,Fernando Verdasco,v306,fernando-verdasco,9,,36 63 62,2,1,15,11,0,0,2017-416-gb88-v306,/en/scores/2017/416/MS022/match-stats?isLive=False
2017-416,Round of 32,5,10,Tomas Berdych,ba47,tomas-berdych,Carlos Berlocq,b884,carlos-berlocq,12,Q,63 64,2,0,12,7,0,0,2017-416-ba47-b884,/en/scores/2017/416/MS018/match-stats?isLive=False
2017-416,Round of 32,5,11,Jack Sock,sm25,jack-sock,Jiri Vesely,v708,jiri-vesely,13,,64 36 76(1),2,1,16,16,1,0,2017-416-sm25-v708,/en/scores/2017/416/MS026/match-stats?isLive=False
2017-416,Round of 32,5,12,Roberto Bautista Agut,bd06,roberto-bautista-agut,Pablo Carreno Busta,cd85,pablo-carreno-busta,,15,67(6) 61 64,2,1,18,12,0,1,2017-416-bd06-cd85,/en/scores/2017/416/MS030/match-stats?isLive=False
2017-416,Round of 32,5,13,Alexander Zverev,z355,alexander-zverev,Viktor Troicki,t840,viktor-troicki,16,,63 64,2,0,12,7,0,0,2017-416-z355-t840,/en/scores/2017/416/MS017/match-stats?isLive=False
2017-416,Round of 32,5,14,Juan Martin del Potro,d683,juan-martin-del-potro,Kyle Edmund,e831,kyle-edmund,,,75 64,2,0,13,9,0,0,2017-416-d683-e831,/en/scores/2017/416/MS029/match-stats?isLive=False
2017-416,Round of 32,5,15,John Isner,i186,john-isner,Florian Mayer,mb02,florian-mayer,,,76(4) 76(4),2,0,14,12,2,0,2017-416-i186-mb02,/en/scores/2017/416/MS021/match-stats?isLive=False
2017-416,Round of 32,5,16,Sam Querrey,q927,sam-querrey,Jan-Lennard Struff,sl28,jan-lennard-struff,,Q,64 63,2,0,12,7,0,0,2017-416-q927-sl28,/en/scores/2017/416/MS025/match-stats?isLive=False
2017-416,Round of 64,6,1,David Goffin,gb88,david-goffin,Thomaz Bellucci,bd20,thomaz-bellucci,9,LL,67(5) 63 64,2,1,18,14,0,1,2017-416-gb88-bd20,/en/scores/2017/416/MS044/match-stats?isLive=False
2017-416,Round of 64,6,2,Juan Martin del Potro,d683,juan-martin-del-potro,Grigor Dimitrov,d875,grigor-dimitrov,,10,36 62 63,2,1,15,11,0,0,2017-416-d683-d875,/en/scores/2017/416/MS059/match-stats?isLive=False
2017-416,Round of 64,6,3,Sam Querrey,q927,sam-querrey,Lucas Pouille,pf39,lucas-pouille,,11,76(6) 76(8),2,0,14,12,2,0,2017-416-q927-pf39,/en/scores/2017/416/MS051/match-stats?isLive=False
2017-416,Round of 64,6,4,Tomas Berdych,ba47,tomas-berdych,Mischa Zverev,z168,mischa-zverev,12,,76(7) 64,2,0,13,10,1,0,2017-416-ba47-z168,/en/scores/2017/416/MS036/match-stats?isLive=False
2017-416,Round of 64,6,5,Jack Sock,sm25,jack-sock,Diego Schwartzman,sm37,diego-schwartzman,13,,64 16 75,2,1,14,15,0,0,2017-416-sm25-sm37,/en/scores/2017/416/MS052/match-stats?isLive=False
2017-416,Round of 64,6,6,John Isner,i186,john-isner,Albert Ramos-Vinolas,r772,albert-ramos-vinolas,,14,67(4) 76(4) 61,2,1,19,14,1,1,2017-416-i186-r772,/en/scores/2017/416/MS043/match-stats?isLive=False
2017-416,Round of 64,6,7,Pablo Carreno Busta,cd85,pablo-carreno-busta,Gilles Simon,sd32,gilles-simon,15,,63 63,2,0,12,6,0,0,2017-416-cd85-sd32,/en/scores/2017/416/MS060/match-stats?isLive=False
2017-416,Round of 64,6,8,Alexander Zverev,z355,alexander-zverev,Kevin Anderson,a678,kevin-anderson,16,Q,64 46 64,2,1,16,14,0,0,2017-416-z355-a678,/en/scores/2017/416/MS035/match-stats?isLive=False
2017-416,Round of 64,6,9,Nicolas Almagro,a479,nicolas-almagro,Andreas Seppi,sa93,andreas-seppi,Q,WC,76(6) 63,2,0,13,9,1,0,2017-416-a479-sa93,/en/scores/2017/416/MS054/match-stats?isLive=False
2017-416,Round of 64,6,10,Roberto Bautista Agut,bd06,roberto-bautista-agut,Alexandr Dolgopolov,d801,alexandr-dolgopolov,,LL,64 62,2,0,12,6,0,0,2017-416-bd06-d801,/en/scores/2017/416/MS061/match-stats?isLive=False
2017-416,Round of 64,6,11,Aljaz Bedene,bh09,aljaz-bedene,Gianluca Mager,ml57,gianluca-mager,Q,WC,67(3) 64 30 (RET),2,1,15,11,0,1,2017-416-bh09-ml57,/en/scores/2017/416/MS062/match-stats?isLive=False
2017-416,Round of 64,6,12,Carlos Berlocq,b884,carlos-berlocq,Robin Haase,h756,robin-haase,Q,,63 75,2,0,13,8,0,0,2017-416-b884-h756,/en/scores/2017/416/MS037/match-stats?isLive=False
2017-416,Round of 64,6,13,Pablo Cuevas,c882,pablo-cuevas,Adrian Mannarino,me82,adrian-mannarino,,Q,64 76(2),2,0,13,10,1,0,2017-416-c882-me82,/en/scores/2017/416/MS049/match-stats?isLive=False
2017-416,Round of 64,6,14,Kyle Edmund,e831,kyle-edmund,Joao Sousa,sh90,joao-sousa,,,63 64,2,0,12,7,0,0,2017-416-e831-sh90,/en/scores/2017/416/MS058/match-stats?isLive=False
2017-416,Round of 64,6,15,David Ferrer,f401,david-ferrer,Feliciano Lopez,l397,feliciano-lopez,,,46 63 61,2,1,16,10,0,0,2017-416-f401-l397,/en/scores/2017/416/MS057/match-stats?isLive=False
2017-416,Round of 64,6,16,Fabio Fognini,f510,fabio-fognini,Matteo Berrettini,bk40,matteo-berrettini,,WC,61 63,2,0,12,4,0,0,2017-416-f510-bk40,/en/scores/2017/416/MS033/match-stats?isLive=False
2017-416,Round of 64,6,17,Tommy Haas,h355,tommy-haas,Ernesto Escobedo,e873,ernesto-escobedo,PR,LL,60 46 76(1),2,1,17,12,1,0,2017-416-h355-e873,/en/scores/2017/416/MS038/match-stats?isLive=False
2017-416,Round of 64,6,18,Ryan Harrison,h940,ryan-harrison,Jared Donaldson,dc58,jared-donaldson,,LL,26 76(0) 63,2,1,15,15,1,0,2017-416-h940-dc58,/en/scores/2017/416/MS046/match-stats?isLive=False
2017-416,Round of 64,6,19,Florian Mayer,mb02,florian-mayer,Thiago Monteiro,mj08,thiago-monteiro,,Q,64 62,2,0,12,6,0,0,2017-416-mb02-mj08,/en/scores/2017/416/MS042/match-stats?isLive=False
2017-416,Round of 64,6,20,Benoit Paire,pd31,benoit-paire,Nicolas Mahut,m873,nicolas-mahut,,,63 64,2,0,12,7,0,0,2017-416-pd31-m873,/en/scores/2017/416/MS041/match-stats?isLive=False
2017-416,Round of 64,6,21,Jan-Lennard Struff,sl28,jan-lennard-struff,Bernard Tomic,ta46,bernard-tomic,Q,,67(8) 61 64,2,1,18,12,0,1,2017-416-sl28-ta46,/en/scores/2017/416/MS050/match-stats?isLive=False
2017-416,Round of 64,6,22,Viktor Troicki,t840,viktor-troicki,Stefano Napolitano,n679,stefano-napolitano,,WC,76(1) 62,2,0,13,8,1,0,2017-416-t840-n679,/en/scores/2017/416/MS034/match-stats?isLive=False
2017-416,Round of 64,6,23,Fernando Verdasco,v306,fernando-verdasco,Donald Young,y124,donald-young,,,63 63,2,0,12,6,0,0,2017-416-v306-y124,/en/scores/2017/416/MS045/match-stats?isLive=False
2017-416,Round of 64,6,24,Jiri Vesely,v708,jiri-vesely,Daniel Evans,e687,daniel-evans,,,63 61,2,0,12,4,0,0,2017-416-v708-e687,/en/scores/2017/416/MS053/match-stats?isLive=False
2017-416,2nd Round Qualifying,7,1,Jan-Lennard Struff,sl28,jan-lennard-struff,Denis Istomin,i165,denis-istomin,1,11,62 55 (RET),1,0,6,2,0,0,2017-416-sl28-i165,/en/scores/2017/416/QS008/match-stats?isLive=False
2017-416,2nd Round Qualifying,7,2,Adrian Mannarino,me82,adrian-mannarino,Jared Donaldson,dc58,jared-donaldson,2,8,64 61,2,0,12,5,0,0,2017-416-me82-dc58,/en/scores/2017/416/QS009/match-stats?isLive=False
2017-416,2nd Round Qualifying,7,3,Thiago Monteiro,mj08,thiago-monteiro,Thomaz Bellucci,bd20,thomaz-bellucci,,3,63 76(3),2,0,13,9,1,0,2017-416-mj08-bd20,/en/scores/2017/416/QS010/match-stats?isLive=False
2017-416,2nd Round Qualifying,7,4,Aljaz Bedene,bh09,aljaz-bedene,Renzo Olivo,o376,renzo-olivo,4,,63 64,2,0,12,7,0,0,2017-416-bh09-o376,/en/scores/2017/416/QS011/match-stats?isLive=False
2017-416,2nd Round Qualifying,7,5,Kevin Anderson,a678,kevin-anderson,Ernesto Escobedo,e873,ernesto-escobedo,5,10,62 63,2,0,12,5,0,0,2017-416-a678-e873,/en/scores/2017/416/QS012/match-stats?isLive=False
2017-416,2nd Round Qualifying,7,6,Carlos Berlocq,b884,carlos-berlocq,Andrea Arnaboldi,a622,andrea-arnaboldi,6,WC,61 75,2,0,13,6,0,0,2017-416-b884-a622,/en/scores/2017/416/QS013/match-stats?isLive=False
2017-416,2nd Round Qualifying,7,7,Nicolas Almagro,a479,nicolas-almagro,Alexandr Dolgopolov,d801,alexandr-dolgopolov,7,13,75 64,2,0,13,9,0,0,2017-416-a479-d801,/en/scores/2017/416/QS014/match-stats?isLive=False
2017-416,1st Round Qualifying,8,1,Jan-Lennard Struff,sl28,jan-lennard-struff,Taro Daniel,da81,taro-daniel,1,,61 62,2,0,12,3,0,0,2017-416-sl28-da81,/en/scores/2017/416/QS016/match-stats?isLive=False
2017-416,1st Round Qualifying,8,2,Adrian Mannarino,me82,adrian-mannarino,Salvatore Caruso,ce25,salvatore-caruso,2,WC,46 64 75,2,1,17,15,0,0,2017-416-me82-ce25,/en/scores/2017/416/QS018/match-stats?isLive=False
2017-416,1st Round Qualifying,8,3,Thomaz Bellucci,bd20,thomaz-bellucci,Damir Dzumhur,d923,damir-dzumhur,3,,62 63,2,0,12,5,0,0,2017-416-bd20-d923,/en/scores/2017/416/QS020/match-stats?isLive=False
2017-416,1st Round Qualifying,8,4,Aljaz Bedene,bh09,aljaz-bedene,Lukas Lacko,l797,lukas-lacko,4,,62 63,2,0,12,5,0,0,2017-416-bh09-l797,/en/scores/2017/416/QS022/match-stats?isLive=False
2017-416,1st Round Qualifying,8,5,Kevin Anderson,a678,kevin-anderson,Luca Vanni,v495,luca-vanni,5,,46 61 62,2,1,16,9,0,0,2017-416-a678-v495,/en/scores/2017/416/QS024/match-stats?isLive=False
2017-416,1st Round Qualifying,8,6,Carlos Berlocq,b884,carlos-berlocq,Santiago Giraldo,g725,santiago-giraldo,6,,62 61,2,0,12,3,0,0,2017-416-b884-g725,/en/scores/2017/416/QS026/match-stats?isLive=False
2017-416,1st Round Qualifying,8,7,Nicolas Almagro,a479,nicolas-almagro,Lorenzo Sonego,su87,lorenzo-sonego,7,WC,63 36 76(3),2,1,16,15,1,0,2017-416-a479-su87,/en/scores/2017/416/QS028/match-stats?isLive=False
2017-416,1st Round Qualifying,8,8,Jared Donaldson,dc58,jared-donaldson,Marius Copil,ca99,marius-copil,8,,16 63 64,2,1,13,13,0,0,2017-416-dc58-ca99,/en/scores/2017/416/QS019/match-stats?isLive=False
2017-416,1st Round Qualifying,8,9,Renzo Olivo,o376,renzo-olivo,Mikhail Kukushkin,k926,mikhail-kukushkin,,9,61 41 (RET),2,0,10,2,0,0,2017-416-o376-k926,/en/scores/2017/416/QS023/match-stats?isLive=False
2017-416,1st Round Qualifying,8,10,Ernesto Escobedo,e873,ernesto-escobedo,Alessandro Giannessi,g983,alessandro-giannessi,10,,63 64,2,0,12,7,0,0,2017-416-e873-g983,/en/scores/2017/416/QS025/match-stats?isLive=False
2017-416,1st Round Qualifying,8,11,Denis Istomin,i165,denis-istomin,Andrea Pellegrino,ph64,andrea-pellegrino,11,WC,64 75,2,0,13,9,0,0,2017-416-i165-ph64,/en/scores/2017/416/QS017/match-stats?isLive=False
2017-416,1st Round Qualifying,8,12,Andrea Arnaboldi,a622,andrea-arnaboldi,Victor Estrella Burgos,e224,victor-estrella-burgos,WC,12,60 57 76(2),2,1,18,13,1,0,2017-416-a622-e224,/en/scores/2017/416/QS027/match-stats?isLive=False
2017-416,1st Round Qualifying,8,13,Alexandr Dolgopolov,d801,alexandr-dolgopolov,Darian King,kc86,darian-king,13,,63 36 76(7),2,1,16,15,1,0,2017-416-d801-kc86,/en/scores/2017/416/QS029/match-stats?isLive=False
2017-416,1st Round Qualifying,8,14,Thiago Monteiro,mj08,thiago-monteiro,Pierre-Hugues Herbert,h996,pierre-hugues-herbert,,14,62 76(0),2,0,13,8,1,0,2017-416-mj08-h996,/en/scores/2017/416/QS021/match-stats?isLive=False
2017-322,Finals,1,1,Stan Wawrinka,w367,stan-wawrinka,Mischa Zverev,z168,mischa-zverev,1 WC,Q,46 63 63,2,1,16,12,0,0,2017-322-w367-z168,/en/scores/2017/322/MS001/match-stats?isLive=False
2017-322,Semi-Finals,2,1,Stan Wawrinka,w367,stan-wawrinka,Andrey Kuznetsov,kb54,andrey-kuznetsov,1 WC,,63 76(4),2,0,13,9,1,0,2017-322-w367-kb54,/en/scores/2017/322/MS002/match-stats?isLive=False
